"Subject" "Activity" "Variable" "Measurements"
"123" 3 "STANDING" "tBodyAccmeanX" 0.280046513278689
"124" 4 "STANDING" "tBodyAccmeanX" 0.280499745892857
"125" 5 "STANDING" "tBodyAccmeanX" 0.282544390892857
"126" 6 "STANDING" "tBodyAccmeanX" 0.280346248596491
"127" 7 "STANDING" "tBodyAccmeanX" 0.282723539433962
"128" 8 "STANDING" "tBodyAccmeanX" 0.279620986111111
"129" 9 "STANDING" "tBodyAccmeanX" 0.282310057333333
"130" 10 "STANDING" "tBodyAccmeanX" 0.276650300681818
"131" 11 "STANDING" "tBodyAccmeanX" 0.277715562765957
"132" 12 "STANDING" "tBodyAccmeanX" 0.277405834918033
"133" 13 "STANDING" "tBodyAccmeanX" 0.277758431052632
"134" 14 "STANDING" "tBodyAccmeanX" 0.280545613833333
"135" 15 "STANDING" "tBodyAccmeanX" 0.278915803962264
"136" 16 "STANDING" "tBodyAccmeanX" 0.283497402948718
"137" 17 "STANDING" "tBodyAccmeanX" 0.277942503333333
"138" 18 "STANDING" "tBodyAccmeanX" 0.278458805890411
"139" 19 "STANDING" "tBodyAccmeanX" 0.27817226
"140" 20 "STANDING" "tBodyAccmeanX" 0.278076904657534
"141" 21 "STANDING" "tBodyAccmeanX" 0.27695224258427
"142" 22 "STANDING" "tBodyAccmeanX" 0.279053861587302
"143" 23 "STANDING" "tBodyAccmeanX" 0.277899323235294
"144" 24 "STANDING" "tBodyAccmeanX" 0.280348883913043
"145" 25 "STANDING" "tBodyAccmeanX" 0.278013701621622
"146" 26 "STANDING" "tBodyAccmeanX" 0.281127035405405
"147" 27 "STANDING" "tBodyAccmeanX" 0.279566921625
"148" 28 "STANDING" "tBodyAccmeanX" 0.277795069113924
"149" 29 "STANDING" "tBodyAccmeanX" 0.277965065846154
"150" 30 "STANDING" "tBodyAccmeanX" 0.277112699152542
"151" 1 "LAYING" "tBodyAccmeanX" 0.22159824394
"152" 2 "LAYING" "tBodyAccmeanX" 0.281373403958333
"153" 3 "LAYING" "tBodyAccmeanX" 0.275516852741935
"154" 4 "LAYING" "tBodyAccmeanX" 0.263559214981481
"155" 5 "LAYING" "tBodyAccmeanX" 0.278334325576923
"156" 6 "LAYING" "tBodyAccmeanX" 0.248656520140351
"157" 7 "LAYING" "tBodyAccmeanX" 0.250176694038462
"158" 8 "LAYING" "tBodyAccmeanX" 0.261254282907407
"159" 9 "LAYING" "tBodyAccmeanX" 0.2591955368
"160" 10 "LAYING" "tBodyAccmeanX" 0.280230574137931
"161" 11 "LAYING" "tBodyAccmeanX" 0.280592970877193
"162" 12 "LAYING" "tBodyAccmeanX" 0.260113433
"163" 13 "LAYING" "tBodyAccmeanX" 0.276716360483871
"164" 14 "LAYING" "tBodyAccmeanX" 0.233275439803922
"165" 15 "LAYING" "tBodyAccmeanX" 0.2894756525
"166" 16 "LAYING" "tBodyAccmeanX" 0.274227162571429
"167" 17 "LAYING" "tBodyAccmeanX" 0.269780085577465
"168" 18 "LAYING" "tBodyAccmeanX" 0.274691576923077
"169" 19 "LAYING" "tBodyAccmeanX" 0.272653733493976
"170" 20 "LAYING" "tBodyAccmeanX" 0.239507882205882
"171" 21 "LAYING" "tBodyAccmeanX" 0.271325472455556
"172" 22 "LAYING" "tBodyAccmeanX" 0.279959721194444
"173" 23 "LAYING" "tBodyAccmeanX" 0.274038007986111
"174" 24 "LAYING" "tBodyAccmeanX" 0.272850494930556
"175" 25 "LAYING" "tBodyAccmeanX" 0.250791828613699
"176" 26 "LAYING" "tBodyAccmeanX" 0.271645864540789
"177" 27 "LAYING" "tBodyAccmeanX" 0.274102492432432
"178" 28 "LAYING" "tBodyAccmeanX" 0.2759134825
"179" 29 "LAYING" "tBodyAccmeanX" 0.287295196811594
"180" 30 "LAYING" "tBodyAccmeanX" 0.281033900571429
"181" 1 "WALKING" "tBodyAccmeanY" -0.0173838185273684
"182" 2 "WALKING" "tBodyAccmeanY" -0.0185949199145763
"183" 3 "WALKING" "tBodyAccmeanY" -0.0171767844203448
"184" 4 "WALKING" "tBodyAccmeanY" -0.0148399475341667
"185" 5 "WALKING" "tBodyAccmeanY" -0.0172850317482679
"186" 6 "WALKING" "tBodyAccmeanY" -0.0168954189082456
"187" 7 "WALKING" "tBodyAccmeanY" -0.018653665345614
"188" 8 "WALKING" "tBodyAccmeanY" -0.0186628865310417
"189" 9 "WALKING" "tBodyAccmeanY" -0.0180891971284423
"190" 10 "WALKING" "tBodyAccmeanY" -0.017022351190566
"191" 11 "WALKING" "tBodyAccmeanY" -0.0166475833623729
"192" 12 "WALKING" "tBodyAccmeanY" -0.015560927606
"193" 13 "WALKING" "tBodyAccmeanY" -0.0185660651947368
"194" 14 "WALKING" "tBodyAccmeanY" -0.0217785380966102
"195" 15 "WALKING" "tBodyAccmeanY" -0.0170809740090741
"196" 16 "WALKING" "tBodyAccmeanY" -0.0204286929452941
"197" 17 "WALKING" "tBodyAccmeanY" -0.0184875403339344
"198" 18 "WALKING" "tBodyAccmeanY" -0.0178023631866071
"199" 19 "WALKING" "tBodyAccmeanY" -0.0191773587903846
"200" 20 "WALKING" "tBodyAccmeanY" -0.021199992245098
"201" 21 "WALKING" "tBodyAccmeanY" -0.0181610317526923
"202" 22 "WALKING" "tBodyAccmeanY" -0.0167213607957174
"203" 23 "WALKING" "tBodyAccmeanY" -0.0183618711932203
"204" 24 "WALKING" "tBodyAccmeanY" -0.0225446400534483
"205" 25 "WALKING" "tBodyAccmeanY" -0.0186477624716216
"206" 26 "WALKING" "tBodyAccmeanY" -0.0154259586949153
"207" 27 "WALKING" "tBodyAccmeanY" -0.0166478783221912
"208" 28 "WALKING" "tBodyAccmeanY" -0.0156759722981481
"209" 29 "WALKING" "tBodyAccmeanY" -0.0162915600588679
"210" 30 "WALKING" "tBodyAccmeanY" -0.0175880385730769
"211" 1 "WALKING_UPSTAIRS" "tBodyAccmeanY" -0.0239531492643396
"212" 2 "WALKING_UPSTAIRS" "tBodyAccmeanY" -0.0214121132045833
"213" 3 "WALKING_UPSTAIRS" "tBodyAccmeanY" -0.0324109410555932
"214" 4 "WALKING_UPSTAIRS" "tBodyAccmeanY" -0.0319804295729615
"215" 5 "WALKING_UPSTAIRS" "tBodyAccmeanY" -0.0325269755153191
"216" 6 "WALKING_UPSTAIRS" "tBodyAccmeanY" -0.0272425385070588
"217" 7 "WALKING_UPSTAIRS" "tBodyAccmeanY" -0.0275639005607843
"218" 8 "WALKING_UPSTAIRS" "tBodyAccmeanY" -0.0282415136341463
"219" 9 "WALKING_UPSTAIRS" "tBodyAccmeanY" -0.0195101099975714
"220" 10 "WALKING_UPSTAIRS" "tBodyAccmeanY" -0.0143854920340426
"221" 11 "WALKING_UPSTAIRS" "tBodyAccmeanY" -0.0303157822055556
"222" 12 "WALKING_UPSTAIRS" "tBodyAccmeanY" -0.0263574903403846
"223" 13 "WALKING_UPSTAIRS" "tBodyAccmeanY" -0.0277392253910909
"224" 14 "WALKING_UPSTAIRS" "tBodyAccmeanY" -0.0204388180024074
"225" 15 "WALKING_UPSTAIRS" "tBodyAccmeanY" -0.0287523860708333
"226" 16 "WALKING_UPSTAIRS" "tBodyAccmeanY" -0.0143654945011765
"227" 17 "WALKING_UPSTAIRS" "tBodyAccmeanY" -0.0228645614308333
"228" 18 "WALKING_UPSTAIRS" "tBodyAccmeanY" -0.0222060684378914
"229" 19 "WALKING_UPSTAIRS" "tBodyAccmeanY" -0.0303986615775
"230" 20 "WALKING_UPSTAIRS" "tBodyAccmeanY" -0.0282258047588235
"231" 21 "WALKING_UPSTAIRS" "tBodyAccmeanY" -0.0237218695148936
"232" 22 "WALKING_UPSTAIRS" "tBodyAccmeanY" -0.0268622561133333
"233" 23 "WALKING_UPSTAIRS" "tBodyAccmeanY" -0.0323844029237255
"234" 24 "WALKING_UPSTAIRS" "tBodyAccmeanY" -0.0251979434569492
"235" 25 "WALKING_UPSTAIRS" "tBodyAccmeanY" -0.0269863524264615
"236" 26 "WALKING_UPSTAIRS" "tBodyAccmeanY" -0.0281633797398182
"237" 27 "WALKING_UPSTAIRS" "tBodyAccmeanY" -0.0200953324078431
"238" 28 "WALKING_UPSTAIRS" "tBodyAccmeanY" -0.0279443943478431
"239" 29 "WALKING_UPSTAIRS" "tBodyAccmeanY" -0.0299465312326531
"240" 30 "WALKING_UPSTAIRS" "tBodyAccmeanY" -0.0253311698786154
"241" 1 "WALKING_DOWNSTAIRS" "tBodyAccmeanY" -0.00991850461020408
"242" 2 "WALKING_DOWNSTAIRS" "tBodyAccmeanY" -0.0226614158361702
"243" 3 "WALKING_DOWNSTAIRS" "tBodyAccmeanY" -0.0193554079328571
"244" 4 "WALKING_DOWNSTAIRS" "tBodyAccmeanY" -0.00980200850666667
"245" 5 "WALKING_DOWNSTAIRS" "tBodyAccmeanY" -0.00850107533191489
"246" 6 "WALKING_DOWNSTAIRS" "tBodyAccmeanY" -0.019536840063125
"247" 7 "WALKING_DOWNSTAIRS" "tBodyAccmeanY" -0.0166332372978723
"248" 8 "WALKING_DOWNSTAIRS" "tBodyAccmeanY" -0.0211058674973684
"249" 9 "WALKING_DOWNSTAIRS" "tBodyAccmeanY" -0.0203994269075476
"250" 10 "WALKING_DOWNSTAIRS" "tBodyAccmeanY" -0.0200050770710526
"251" 11 "WALKING_DOWNSTAIRS" "tBodyAccmeanY" -0.0178097721219565
"252" 12 "WALKING_DOWNSTAIRS" "tBodyAccmeanY" -0.018084266865793
"253" 13 "WALKING_DOWNSTAIRS" "tBodyAccmeanY" -0.0143723839108511
"254" 14 "WALKING_DOWNSTAIRS" "tBodyAccmeanY" -0.0200141413657778
"255" 15 "WALKING_DOWNSTAIRS" "tBodyAccmeanY" -0.00563047804309524
"256" 16 "WALKING_DOWNSTAIRS" "tBodyAccmeanY" -0.0183898583787234
"257" 17 "WALKING_DOWNSTAIRS" "tBodyAccmeanY" -0.0167359404347826
"258" 18 "WALKING_DOWNSTAIRS" "tBodyAccmeanY" -0.0168666920221818
"259" 19 "WALKING_DOWNSTAIRS" "tBodyAccmeanY" -0.0145942275069487
"260" 20 "WALKING_DOWNSTAIRS" "tBodyAccmeanY" -0.00964120773155556
"261" 21 "WALKING_DOWNSTAIRS" "tBodyAccmeanY" -0.0173195390157778
"262" 22 "WALKING_DOWNSTAIRS" "tBodyAccmeanY" -0.0197999371686389
"263" 23 "WALKING_DOWNSTAIRS" "tBodyAccmeanY" -0.0162111457238889
"264" 24 "WALKING_DOWNSTAIRS" "tBodyAccmeanY" -0.0145730348310909
"265" 25 "WALKING_DOWNSTAIRS" "tBodyAccmeanY" -0.0210170522987931
"266" 26 "WALKING_DOWNSTAIRS" "tBodyAccmeanY" -0.01262580966778
"267" 27 "WALKING_DOWNSTAIRS" "tBodyAccmeanY" -0.0135564467159091
"268" 28 "WALKING_DOWNSTAIRS" "tBodyAccmeanY" -0.0220230465913043
"269" 29 "WALKING_DOWNSTAIRS" "tBodyAccmeanY" -0.01494121505625
"270" 30 "WALKING_DOWNSTAIRS" "tBodyAccmeanY" -0.0174383900204839
"271" 1 "SITTING" "tBodyAccmeanY" -0.00130828765170213
"272" 2 "SITTING" "tBodyAccmeanY" -0.0156879937282609
"273" 3 "SITTING" "tBodyAccmeanY" -0.00350299841730769
"274" 4 "SITTING" "tBodyAccmeanY" -0.007163065158
"275" 5 "SITTING" "tBodyAccmeanY" -0.00990083527045455
"276" 6 "SITTING" "tBodyAccmeanY" -0.0145911615290909
"277" 7 "SITTING" "tBodyAccmeanY" -0.01461097580375
"278" 8 "SITTING" "tBodyAccmeanY" -0.00672550621304348
"279" 9 "SITTING" "tBodyAccmeanY" -0.02701677698
"280" 10 "SITTING" "tBodyAccmeanY" -0.015042681852037
"281" 11 "SITTING" "tBodyAccmeanY" -0.0149195616754717
"282" 12 "SITTING" "tBodyAccmeanY" -0.0157892988523529
"283" 13 "SITTING" "tBodyAccmeanY" -0.00587732936326531
"284" 14 "SITTING" "tBodyAccmeanY" -0.00870565463888889
"285" 15 "SITTING" "tBodyAccmeanY" -0.0117188472271186
"286" 16 "SITTING" "tBodyAccmeanY" -0.0102497939956522
"287" 17 "SITTING" "tBodyAccmeanY" -0.014156274084375
"288" 18 "SITTING" "tBodyAccmeanY" -0.0128691279736842
"289" 19 "SITTING" "tBodyAccmeanY" -0.016739260030137
"290" 20 "SITTING" "tBodyAccmeanY" -0.0147229305131818
"291" 21 "SITTING" "tBodyAccmeanY" -0.0144009705494118
"292" 22 "SITTING" "tBodyAccmeanY" -0.0123468446419355
"293" 23 "SITTING" "tBodyAccmeanY" -0.0133945015676471
"294" 24 "SITTING" "tBodyAccmeanY" -0.0131255097938235
"295" 25 "SITTING" "tBodyAccmeanY" -0.0147696808030769
"296" 26 "SITTING" "tBodyAccmeanY" -0.00713364541358974
"297" 27 "SITTING" "tBodyAccmeanY" -0.0155269799285714
"298" 28 "SITTING" "tBodyAccmeanY" -0.0185404441258333
"299" 29 "SITTING" "tBodyAccmeanY" -0.016630680375
"300" 30 "SITTING" "tBodyAccmeanY" -0.00804731295322581
"301" 1 "STANDING" "tBodyAccmeanY" -0.0161375901037736
"302" 2 "STANDING" "tBodyAccmeanY" -0.0184208270166667
"303" 3 "STANDING" "tBodyAccmeanY" -0.0143376555065574
"304" 4 "STANDING" "tBodyAccmeanY" -0.00948911098553571
"305" 5 "STANDING" "tBodyAccmeanY" -0.00700418554517857
"306" 6 "STANDING" "tBodyAccmeanY" -0.0181236327175439
"307" 7 "STANDING" "tBodyAccmeanY" -0.0145740341037736
"308" 8 "STANDING" "tBodyAccmeanY" -0.0148113067148148
"309" 9 "STANDING" "tBodyAccmeanY" -0.0200454954022222
"310" 10 "STANDING" "tBodyAccmeanY" -0.0155418603409091
"311" 11 "STANDING" "tBodyAccmeanY" -0.0171990886595745
"312" 12 "STANDING" "tBodyAccmeanY" -0.0169002543196721
"313" 13 "STANDING" "tBodyAccmeanY" -0.0167891993964912
"314" 14 "STANDING" "tBodyAccmeanY" -0.01520781344
"315" 15 "STANDING" "tBodyAccmeanY" -0.0183516360396226
"316" 16 "STANDING" "tBodyAccmeanY" -0.0165999672935897
"317" 17 "STANDING" "tBodyAccmeanY" -0.0174120064169231
"318" 18 "STANDING" "tBodyAccmeanY" -0.0166353518150685
"319" 19 "STANDING" "tBodyAccmeanY" -0.0154244056945205
"320" 20 "STANDING" "tBodyAccmeanY" -0.0180695049161644
"321" 21 "STANDING" "tBodyAccmeanY" -0.0167084730205618
"322" 22 "STANDING" "tBodyAccmeanY" -0.0158563207496825
"323" 23 "STANDING" "tBodyAccmeanY" -0.0177475547867647
"324" 24 "STANDING" "tBodyAccmeanY" -0.0144785340348986
"325" 25 "STANDING" "tBodyAccmeanY" -0.0163569730274324
"326" 26 "STANDING" "tBodyAccmeanY" -0.0166608306652703
"327" 27 "STANDING" "tBodyAccmeanY" -0.016593236445
"328" 28 "STANDING" "tBodyAccmeanY" -0.0172635124672152
"329" 29 "STANDING" "tBodyAccmeanY" -0.0172605869061538
"330" 30 "STANDING" "tBodyAccmeanY" -0.0170163887813559
"331" 1 "LAYING" "tBodyAccmeanY" -0.0405139534294
"332" 2 "LAYING" "tBodyAccmeanY" -0.0181587397583333
"333" 3 "LAYING" "tBodyAccmeanY" -0.0189556785048387
"334" 4 "LAYING" "tBodyAccmeanY" -0.0150031841055556
"335" 5 "LAYING" "tBodyAccmeanY" -0.0183042123269231
"336" 6 "LAYING" "tBodyAccmeanY" -0.0102529170561404
"337" 7 "LAYING" "tBodyAccmeanY" -0.0204411516884615
"338" 8 "LAYING" "tBodyAccmeanY" -0.0212281733881481
"339" 9 "LAYING" "tBodyAccmeanY" -0.020526821662
"340" 10 "LAYING" "tBodyAccmeanY" -0.024294484137931
"341" 11 "LAYING" "tBodyAccmeanY" -0.0176598052315789
"342" 12 "LAYING" "tBodyAccmeanY" -0.0175203917146667
"343" 13 "LAYING" "tBodyAccmeanY" -0.020440454366129
"344" 14 "LAYING" "tBodyAccmeanY" -0.0113424652490196
"345" 15 "LAYING" "tBodyAccmeanY" -0.0166296542054167
"346" 16 "LAYING" "tBodyAccmeanY" -0.0166103510562857
"347" 17 "LAYING" "tBodyAccmeanY" -0.0168462006729577
"348" 18 "LAYING" "tBodyAccmeanY" -0.0173937684615385
"349" 19 "LAYING" "tBodyAccmeanY" -0.0171426864421687
"350" 20 "LAYING" "tBodyAccmeanY" -0.0144406281132353
"351" 21 "LAYING" "tBodyAccmeanY" -0.0184233048415556
"352" 22 "LAYING" "tBodyAccmeanY" -0.0142629864502778
"353" 23 "LAYING" "tBodyAccmeanY" -0.0216553835833333
"354" 24 "LAYING" "tBodyAccmeanY" -0.0173555210111111
"355" 25 "LAYING" "tBodyAccmeanY" -0.0188943663671233
"356" 26 "LAYING" "tBodyAccmeanY" -0.0191895728026316
"357" 27 "LAYING" "tBodyAccmeanY" -0.0179867611216216
"358" 28 "LAYING" "tBodyAccmeanY" -0.0167537858225
"359" 29 "LAYING" "tBodyAccmeanY" -0.0171965484202899
"360" 30 "LAYING" "tBodyAccmeanY" -0.0194494098614286
"361" 1 "WALKING" "tBodyAccmeanZ" -0.111148103547368
"362" 2 "WALKING" "tBodyAccmeanZ" -0.105500357966102
"363" 3 "WALKING" "tBodyAccmeanZ" -0.112674859827586
"364" 4 "WALKING" "tBodyAccmeanZ" -0.11140306485
"365" 5 "WALKING" "tBodyAccmeanZ" -0.107741776464286
"366" 6 "WALKING" "tBodyAccmeanZ" -0.110303165877193
"367" 7 "WALKING" "tBodyAccmeanZ" -0.110912234947368
"368" 8 "WALKING" "tBodyAccmeanZ" -0.107252090833333
"369" 9 "WALKING" "tBodyAccmeanZ" -0.110820512307692
"370" 10 "WALKING" "tBodyAccmeanZ" -0.109057512132075
"371" 11 "WALKING" "tBodyAccmeanZ" -0.106096304033898
"372" 12 "WALKING" "tBodyAccmeanZ" -0.10316110632
"373" 13 "WALKING" "tBodyAccmeanZ" -0.111431456192982
"374" 14 "WALKING" "tBodyAccmeanZ" -0.106756369135593
"375" 15 "WALKING" "tBodyAccmeanZ" -0.107621819518519
"376" 16 "WALKING" "tBodyAccmeanZ" -0.108804049803922
"377" 17 "WALKING" "tBodyAccmeanZ" -0.109792122032787
"378" 18 "WALKING" "tBodyAccmeanZ" -0.104218315464286
"379" 19 "WALKING" "tBodyAccmeanZ" -0.122736673192308
"380" 20 "WALKING" "tBodyAccmeanZ" -0.113539477098039
"381" 21 "WALKING" "tBodyAccmeanZ" -0.104319332403846
"382" 22 "WALKING" "tBodyAccmeanZ" -0.107112510934783
